Equipment Condition,Number of Equipment,Equipment Service Time,Materials Quantity,Materials Transport Environment,Materials Procurement,Worker Capability,Worker Sense of Responsibility,Worker Health,Worker Experience,Worker Education,Worker Training,Worker Expertise,Worker Motivation,Worker Attitude,Work Space,Prefabrication,Working Field Accessibility,Advance Work,Work Method,Work Environment,Crew Composition,Work Difficulty,Work Quantity,Manager Capability,Management System,Construction Plan,Design Documents,Permission,Work Order,Claim,Safety/Accidents,Work Delay,Rework,Work Continuity,Information Technology,Productivity,Productivity
1,4,1,3,4,5,1,2,3,5,1,2,3,1,3,3,3,2,5,1,5,1,5,2,2,2,5,3,3,3,2,3,4,2,2,5,41.372,41.372
1,5,5,2,2,3,3,5,3,5,5,3,3,3,1,1,2,2,1,3,3,4,2,3,4,3,2,2,2,1,5,4,1,4,4,4,42.714,42.714
2,5,3,3,2,3,1,3,5,3,3,1,1,5,1,3,5,3,1,2,5,1,3,3,5,2,5,3,1,3,2,5,1,4,3,3,41.599,41.599
3,3,3,2,2,1,3,2,4,4,5,1,2,1,3,4,5,4,1,4,1,2,2,5,3,5,4,2,1,2,3,1,2,5,1,2,39.55,39.55
2,1,3,1,5,2,3,2,3,1,1,2,5,5,5,3,2,3,4,1,5,5,5,2,5,2,5,4,4,3,5,2,5,3,1,1,43.712,43.712
1,4,4,1,4,1,5,5,1,1,2,3,5,5,5,4,2,4,4,5,2,3,1,4,1,3,1,3,4,4,1,2,4,5,2,5,44.453,44.453
3,2,1,3,5,3,3,3,1,4,4,1,2,2,1,5,3,5,1,1,1,2,2,5,1,3,5,5,2,3,4,3,2,5,4,3,41.749,41.749
5,2,2,1,4,3,3,4,2,1,5,5,1,2,5,2,5,2,1,1,3,3,2,2,1,5,5,3,1,2,3,1,4,1,1,1,36.449,36.449
1,4,3,5,5,2,5,1,4,5,4,4,3,2,5,4,5,4,2,3,3,3,2,2,1,1,3,4,2,1,2,4,5,5,2,5,46.558,46.558
3,2,2,1,5,3,5,2,3,5,5,1,3,2,5,4,3,3,2,3,1,5,1,2,4,1,5,5,5,3,4,4,3,4,4,1,45.188,45.188
2,4,5,4,4,4,1,2,3,1,2,3,3,1,1,4,4,2,5,4,2,5,2,3,1,4,5,5,4,5,2,3,4,5,3,4,46.668,46.668
1,3,1,1,3,2,1,1,5,4,1,5,5,2,5,3,4,2,2,3,5,2,5,3,2,3,3,2,4,1,1,5,2,3,3,3,41.281,41.281
2,4,3,1,5,2,4,4,4,3,5,4,2,3,5,5,5,2,4,2,4,5,5,1,3,4,4,2,3,5,5,2,3,2,1,1,46.999,46.999
2,1,1,1,2,5,2,1,3,1,3,2,3,2,1,1,3,3,5,1,1,2,4,3,3,1,5,4,3,2,4,4,2,5,5,4,38.453,38.453
2,3,1,2,1,4,2,5,3,2,1,1,4,5,2,2,1,4,4,3,3,1,4,1,1,5,4,1,4,5,5,4,1,3,2,1,38.202,38.202
4,1,3,5,2,3,5,2,4,1,3,3,2,1,2,4,1,4,4,3,1,1,1,2,1,2,2,3,3,2,2,3,3,2,1,1,33.076,33.076
3,2,2,4,3,3,4,4,1,3,5,1,4,1,5,3,4,5,4,2,2,4,1,2,5,1,3,2,5,5,1,2,3,3,3,2,41.968,41.968
4,2,2,5,4,4,3,1,4,5,4,4,5,2,1,2,4,4,2,1,5,5,3,5,5,1,5,3,2,3,4,4,5,4,4,3,49.521,49.521
1,4,4,1,4,3,3,2,4,1,2,3,1,4,4,4,2,2,2,5,3,4,5,2,1,2,5,2,1,2,2,1,2,3,3,4,39.806,39.806
1,1,2,3,1,5,2,5,4,2,5,3,5,2,4,2,2,3,2,1,4,2,4,3,2,3,2,1,3,4,1,3,5,2,2,5,40.511,40.511
3,5,1,2,1,4,1,2,1,3,4,1,3,2,4,4,5,1,3,3,3,4,3,1,4,3,4,5,4,5,5,5,4,1,2,1,43.178,43.178
2,5,4,4,4,3,5,2,4,2,3,3,4,3,5,1,1,1,1,4,5,4,1,2,3,2,1,2,4,5,2,3,3,5,1,2,40.873,40.873
3,2,5,5,5,4,4,1,4,3,5,4,4,4,1,3,1,3,3,3,1,5,1,4,3,4,4,3,5,1,2,5,2,3,2,5,45.913,45.913
5,3,2,4,3,1,3,3,2,5,4,3,2,1,4,5,1,4,4,5,5,1,4,3,4,1,1,5,5,3,3,4,5,2,4,3,47.069,47.069
1,1,4,1,1,2,2,3,3,4,4,2,5,2,3,4,3,2,5,4,4,5,2,5,2,1,1,5,4,3,4,2,5,2,5,4,45.542,45.542
1,5,4,5,2,4,1,2,4,5,5,2,4,4,5,2,2,3,3,4,2,5,1,5,4,5,3,4,4,2,3,3,5,5,4,5,51.354,51.354
5,3,3,1,5,2,4,1,1,4,1,5,1,1,5,2,4,1,5,4,2,4,2,3,1,5,4,1,2,2,5,5,5,5,1,5,44.585,44.585
3,1,4,3,1,1,5,4,1,3,2,2,1,3,1,3,2,1,1,3,4,3,5,5,2,3,5,1,3,1,4,1,5,2,1,3,37.867,37.867
2,3,2,1,1,5,2,2,1,5,4,1,3,4,5,5,2,2,1,5,1,5,2,4,3,1,3,3,3,3,5,4,3,4,1,4,43.25,43.25
2,1,4,5,2,4,5,4,3,5,3,5,3,5,4,2,4,4,4,4,2,1,1,5,1,5,2,2,1,2,2,5,1,5,5,1,44.74,44.74
3,1,3,1,4,1,1,1,2,3,1,1,4,4,3,4,2,5,2,4,2,2,2,1,1,5,1,2,2,1,5,4,4,5,2,3,37.763,37.763
3,5,3,3,3,3,3,5,3,5,4,3,4,5,2,5,1,4,5,4,2,5,1,2,1,3,3,4,3,5,5,5,5,5,5,3,52.178,52.178
2,1,4,1,1,3,5,4,3,2,3,3,1,2,3,4,1,1,5,2,5,3,1,4,1,1,2,2,2,4,5,2,1,1,3,4,36.885,36.885
5,1,3,4,1,1,1,2,1,3,3,3,1,1,3,5,5,2,3,1,2,2,3,4,1,5,3,5,4,3,4,2,2,4,4,1,39.616,39.616
4,2,1,5,3,3,2,4,5,4,1,3,1,2,1,3,4,4,5,2,5,5,2,4,5,5,3,4,1,3,5,2,4,2,1,3,45.093,45.093
3,5,3,2,1,5,3,5,1,5,1,1,5,2,2,5,3,3,4,1,5,5,1,4,1,3,4,3,2,1,5,4,1,1,1,3,42.156,42.156
2,1,2,1,5,1,3,1,3,5,2,5,1,2,1,5,3,2,3,1,2,5,5,4,3,3,2,4,3,2,3,5,4,2,1,3,40.747,40.747
2,4,3,4,3,3,4,5,2,5,1,1,2,5,1,3,2,2,3,2,1,4,3,5,2,2,2,1,4,3,1,1,3,2,2,3,37.982,37.982
5,2,1,1,4,2,1,5,4,4,3,3,3,4,5,3,3,4,2,5,2,4,2,1,2,4,4,1,2,2,3,4,1,2,4,5,43.438,43.438
5,4,5,1,4,4,4,4,2,5,2,2,1,3,3,5,3,1,4,5,5,2,1,1,2,3,5,1,5,4,1,1,1,3,3,1,41.517,41.517
3,2,2,1,2,1,4,4,4,1,2,4,2,5,5,3,4,5,2,3,3,4,3,1,3,2,5,1,5,5,4,2,5,3,3,5,45.27,45.27
2,1,4,2,4,3,2,4,4,2,5,3,3,1,1,1,4,4,3,2,2,5,4,4,5,4,2,5,2,3,5,2,5,4,5,4,46.886,46.886
5,3,3,5,2,5,2,2,2,4,5,4,1,2,1,1,3,2,4,1,5,2,5,5,3,3,2,4,1,1,4,4,2,4,5,4,44.651,44.651
5,5,1,3,5,1,3,1,3,1,1,3,3,4,1,3,1,2,2,3,2,4,2,3,4,5,5,4,5,3,5,4,4,3,2,1,41.905,41.905
5,2,2,3,5,5,3,4,2,4,3,2,4,3,3,3,5,2,1,4,4,2,5,3,2,4,2,2,3,4,1,4,3,3,4,5,47.028,47.028
2,1,4,1,4,5,2,1,2,1,1,5,5,5,1,4,2,2,4,1,3,3,3,2,1,3,4,3,3,1,4,4,3,3,3,2,38.891,38.891
2,4,3,5,1,3,4,3,5,5,1,4,3,2,4,1,4,1,1,5,3,4,2,3,5,4,3,2,3,2,1,2,2,5,3,1,41.846,41.846
2,4,5,3,1,1,5,1,4,3,5,5,5,1,1,4,2,4,2,4,5,4,1,5,3,1,1,3,3,5,4,3,3,4,2,2,44.045,44.045
2,1,1,5,1,3,4,2,1,5,2,3,2,4,3,5,5,1,5,2,1,5,3,2,3,4,4,1,4,1,3,5,5,3,2,1,42.21,42.21
3,5,3,3,3,1,5,3,3,4,5,4,4,1,3,5,2,4,2,3,2,3,5,1,4,4,3,5,1,5,3,5,3,1,2,3,46.155,46.155
4,4,3,2,2,4,5,4,5,2,1,2,2,3,5,2,5,3,5,1,4,4,5,2,3,3,5,3,3,2,3,3,2,1,3,1,43.266,43.266
4,5,4,5,3,1,5,5,4,5,1,1,5,2,1,4,5,4,2,5,4,4,5,2,4,1,1,5,5,5,3,4,3,3,1,2,48.592,48.592
1,5,5,3,5,1,4,3,4,5,2,1,2,5,2,4,4,1,5,2,4,3,4,4,1,5,3,3,5,1,4,4,4,3,2,3,46.932,46.932
4,3,5,5,2,1,5,5,1,2,2,1,4,3,4,1,5,5,3,5,1,3,4,1,2,4,2,4,4,5,3,1,5,2,2,4,44.526,44.526
2,1,5,3,1,2,2,3,4,3,5,5,1,4,2,2,1,4,1,1,4,5,1,1,5,2,3,3,5,4,5,3,2,4,2,2,40.085,40.085
2,3,4,3,2,2,4,4,4,2,3,3,5,4,5,5,3,5,3,2,2,1,3,4,3,5,3,2,4,2,5,4,4,5,5,1,48.05,48.05
3,5,2,2,4,4,5,4,2,3,1,4,2,4,5,1,1,2,1,5,3,1,3,1,5,2,3,2,3,5,4,3,3,2,3,5,42.411,42.411
1,3,4,3,5,2,3,4,5,2,2,2,1,4,4,4,4,4,5,5,4,5,2,3,5,1,1,2,5,4,5,4,3,1,2,2,45.754,45.754
2,4,4,2,4,1,4,3,2,2,4,3,3,3,3,3,2,3,1,5,1,3,2,5,3,2,3,2,3,3,1,5,4,1,1,2,38.959,38.959
2,5,2,5,5,1,5,2,2,5,4,5,2,1,2,1,3,1,3,3,2,4,4,1,5,4,4,1,5,4,2,2,1,3,5,2,42.579,42.579
1,4,2,1,1,1,5,4,2,2,5,2,4,5,2,4,1,3,5,1,5,2,2,4,5,4,5,1,2,1,5,5,1,3,5,3,43.887,43.887
2,4,1,3,5,3,4,4,4,4,3,4,1,5,2,1,2,3,3,3,4,2,2,2,2,4,2,2,1,5,3,3,4,1,4,2,40.618,40.618
2,2,3,2,2,1,3,1,5,2,5,3,4,4,4,3,5,1,1,3,2,1,4,4,3,2,3,2,3,1,2,2,2,5,1,4,38.835,38.835
2,1,5,3,5,3,2,3,1,4,2,1,2,2,5,2,5,2,3,3,3,3,4,4,1,2,1,2,4,1,2,2,3,4,3,2,39.006,39.006
2,3,5,3,3,2,2,2,4,3,1,5,5,4,5,2,3,4,2,3,3,3,4,5,4,4,5,2,4,4,3,2,3,4,1,3,45.96,45.96
4,3,2,4,3,5,1,1,1,5,5,3,1,4,3,4,1,4,1,4,2,2,5,3,2,1,5,3,3,1,4,3,1,5,3,5,43.496,43.496
3,2,3,1,3,3,3,5,5,5,1,3,2,2,5,3,3,2,5,3,2,4,2,2,3,5,5,2,5,4,5,1,4,3,5,2,46.188,46.188
1,2,1,2,2,1,3,4,4,2,4,2,4,1,3,4,2,5,1,5,3,2,1,3,4,5,4,2,2,2,1,2,1,4,4,2,38.694,38.694
5,4,3,3,5,4,1,5,5,2,1,2,4,4,4,2,3,3,3,1,2,5,1,2,3,2,2,2,5,4,5,1,1,4,5,1,41.9,41.9
1,1,3,5,1,1,3,4,5,2,1,1,3,4,2,1,3,5,2,1,3,5,5,3,1,3,4,3,5,5,2,3,1,1,1,5,39.42,39.42
5,2,3,5,2,2,4,2,1,1,2,1,2,3,1,3,4,4,4,3,3,2,4,3,3,1,1,5,2,2,1,3,1,1,2,4,36.539,36.539
4,3,3,2,1,2,2,5,3,3,5,4,1,5,2,2,1,3,4,2,2,5,2,3,2,5,1,4,4,2,4,1,1,5,3,1,40.037,40.037
3,1,2,3,1,3,4,4,4,5,3,5,5,1,2,3,4,5,3,5,2,3,4,2,2,1,1,1,4,1,2,3,4,5,3,5,44.372,44.372
2,5,5,4,3,3,1,5,4,5,4,5,3,3,4,4,3,3,4,2,4,1,1,4,3,1,1,4,1,1,5,5,5,2,3,4,46.311,46.311
2,4,5,2,2,3,2,2,5,5,4,5,1,2,4,3,3,5,4,3,5,2,5,5,5,4,5,1,2,3,2,1,2,3,1,4,46.179,46.179
4,2,1,1,5,4,4,4,1,5,5,1,2,1,2,1,1,5,3,1,5,1,4,5,5,5,4,5,5,4,2,1,5,4,2,1,43.537,43.537
4,3,2,4,1,1,4,4,1,2,4,2,4,4,1,2,2,5,1,3,1,2,4,5,5,1,4,3,5,1,3,2,3,3,5,5,42.732,42.732
2,5,2,4,4,2,3,4,4,2,1,4,4,5,1,5,1,5,3,5,4,3,2,3,2,4,3,4,3,5,5,3,2,1,1,1,43.741,43.741
3,1,4,2,5,4,2,1,4,2,4,5,3,4,4,3,5,2,1,3,3,2,1,4,2,2,3,2,2,2,1,1,2,4,4,3,39.424,39.424
3,5,4,3,1,2,5,3,3,2,4,3,5,5,2,3,3,5,4,2,1,5,5,2,5,1,3,3,2,2,4,5,1,4,1,1,43.605,43.605
1,1,4,3,2,4,4,1,5,1,4,4,2,1,3,5,1,4,4,2,2,4,4,1,5,2,1,2,4,4,1,2,2,4,5,2,40.079,40.079
1,5,2,5,1,4,3,5,3,4,4,1,1,3,2,1,5,2,4,3,4,5,2,3,5,1,4,3,5,2,3,4,2,1,2,4,43.534,43.534
3,3,5,1,2,2,4,3,4,3,1,5,1,5,5,2,5,3,3,4,1,2,3,1,3,2,3,3,5,4,4,2,5,5,5,2,44.739,44.739
1,3,1,1,3,4,4,1,4,1,2,3,3,5,4,5,2,2,4,4,3,1,2,4,3,4,3,5,2,1,5,2,1,1,1,1,37.79,37.79
1,2,1,2,4,2,1,5,5,3,4,3,2,4,1,4,4,4,5,2,5,4,4,5,2,3,2,3,5,1,5,4,4,2,5,4,48.064,48.064
2,2,3,2,3,4,1,1,5,4,3,4,2,4,2,4,5,2,5,2,2,2,3,3,2,3,2,4,4,2,1,5,3,5,2,5,43.501,43.501
3,5,4,4,5,3,1,2,2,5,5,5,3,1,2,3,4,2,1,5,1,1,3,4,3,2,2,3,2,1,2,3,1,3,3,5,41.71,41.71
2,1,4,2,3,4,4,2,1,5,2,3,5,3,4,2,5,2,4,3,1,5,4,1,1,5,3,1,1,5,4,2,1,2,2,1,39.728,39.728
2,2,1,5,2,1,5,2,2,4,2,4,2,4,2,2,5,4,5,5,3,1,4,4,4,2,3,5,3,3,1,2,3,5,4,3,44.529,44.529
2,5,3,2,4,4,3,5,5,5,5,5,2,2,5,5,3,2,3,3,4,2,5,1,4,1,4,3,1,1,1,4,4,2,3,3,46.124,46.124
4,4,3,3,4,3,4,3,2,1,3,1,1,1,5,5,4,3,1,2,2,2,1,5,2,3,4,3,3,5,5,3,3,1,1,3,40.565,40.565
5,5,5,3,1,1,2,3,4,1,2,1,4,1,5,1,4,5,1,2,3,2,1,4,4,4,5,4,4,4,5,1,4,4,2,4,43.581,43.581
2,1,3,2,4,4,3,1,2,1,5,4,4,4,5,1,4,3,3,5,4,5,1,4,2,1,3,2,3,3,5,3,4,2,1,1,41.184,41.184
5,3,1,1,5,2,3,5,3,3,4,5,4,3,2,5,3,4,4,1,1,1,4,5,5,5,2,4,4,1,3,1,2,1,5,4,45.333,45.333
2,2,3,3,2,3,1,3,2,4,3,4,2,4,2,2,5,4,5,2,1,5,4,3,1,1,4,3,3,5,3,2,5,2,1,4,41.933,41.933
4,3,1,4,3,5,5,3,5,1,4,1,2,3,5,2,2,3,1,4,3,2,3,3,3,3,4,5,4,5,5,5,5,2,2,5,47.347,47.347
3,5,3,4,5,1,1,4,5,4,3,2,2,2,2,1,5,4,1,3,1,2,5,4,5,1,4,4,1,1,2,1,2,3,1,5,40.301,40.301
4,4,4,5,5,5,3,1,1,5,5,3,2,1,3,5,3,4,1,3,3,3,4,3,5,3,5,4,1,4,5,3,3,2,5,4,49.958,49.958
3,1,4,4,3,4,1,1,5,2,5,4,5,3,5,2,3,4,4,1,1,4,2,3,4,3,3,5,3,5,5,3,4,3,3,2,45.327,45.327
3,2,2,1,3,4,2,4,2,1,4,4,5,4,4,1,4,2,2,2,2,2,5,3,1,1,1,3,2,3,3,2,1,1,3,3,36.19,36.19
1,3,3,3,2,4,5,1,1,3,4,3,1,4,5,3,5,4,3,5,4,1,4,2,4,1,3,2,4,5,4,1,4,1,5,4,45.126,45.126
5,5,5,3,5,5,1,3,5,5,2,3,4,4,5,4,2,1,4,2,4,1,4,5,4,4,5,2,5,5,2,1,1,2,3,1,46.817,46.817
4,3,2,5,1,5,4,1,2,2,3,3,2,1,1,3,4,4,3,3,3,2,3,1,3,4,3,3,4,2,1,2,1,5,1,4,38.958,38.958
3,4,2,3,5,1,2,1,5,1,3,1,4,1,3,1,2,5,3,2,3,3,3,1,3,2,2,2,5,2,5,4,3,2,2,1,36.841,36.841
4,2,4,1,5,1,4,4,1,2,1,5,2,5,2,5,4,3,5,5,2,4,2,2,5,4,5,3,1,5,5,4,5,5,4,1,48.656,48.656
3,2,3,1,1,3,1,3,2,1,4,2,3,1,2,5,2,5,2,3,4,5,1,3,2,3,5,5,4,3,1,3,1,4,1,4,39.977,39.977
4,2,3,3,2,1,5,3,1,4,1,4,2,1,2,2,4,1,2,2,1,1,5,3,1,4,2,5,3,2,4,1,1,3,3,2,35.713,35.713
4,3,3,4,5,5,2,3,2,2,5,1,2,5,1,3,4,5,2,1,2,2,2,1,4,3,1,3,4,4,4,3,3,1,3,4,41.38,41.38
2,2,3,1,1,5,1,5,3,4,2,1,1,3,4,5,3,1,1,4,5,2,4,2,5,4,2,4,2,3,4,4,5,2,2,5,44.342,44.342
2,5,5,1,4,4,2,5,2,1,3,2,4,1,5,1,2,5,4,1,2,2,3,2,1,2,5,3,5,4,2,3,2,1,3,4,39.976,39.976
2,2,1,5,3,1,1,1,4,1,5,5,2,5,1,3,1,4,5,2,3,4,4,1,1,4,5,1,2,4,3,4,5,3,2,1,39.881,39.881
5,1,1,5,5,1,1,2,3,5,3,1,2,5,4,2,4,5,4,1,4,3,4,3,1,5,3,3,4,5,5,2,4,3,2,4,45.888,45.888
3,5,5,4,2,1,2,2,3,4,3,3,1,1,2,1,1,4,4,3,2,3,2,1,1,2,5,5,1,2,4,5,4,2,3,3,39.113,39.113
2,1,2,5,4,3,1,4,5,3,1,4,2,3,3,3,2,1,5,5,4,1,1,2,3,5,3,3,4,4,4,3,4,1,3,1,41.04,41.04
3,3,4,4,5,2,2,1,3,1,3,5,3,5,5,2,3,1,5,1,1,2,3,5,3,2,3,1,2,3,4,4,4,1,2,4,40.73,40.73
1,2,2,1,3,4,1,1,5,1,5,5,5,3,4,4,3,1,3,1,5,3,4,5,2,4,5,1,1,3,1,1,5,1,5,2,41.683,41.683
3,2,5,3,2,4,1,2,4,1,5,3,4,2,5,5,1,3,3,2,3,4,3,1,3,5,2,3,4,5,4,5,5,2,4,3,46.39,46.39
1,5,2,1,3,1,4,2,5,1,5,4,4,2,1,3,1,3,1,5,4,3,2,5,4,2,1,3,4,5,4,3,5,4,1,2,42.078,42.078
4,2,5,4,4,4,3,1,1,5,3,4,3,4,1,1,1,3,4,5,3,4,3,5,5,3,5,4,4,3,1,1,4,3,2,4,45.741,45.741
5,1,4,5,5,2,2,5,2,1,5,2,3,3,5,5,1,1,1,2,3,4,5,3,1,5,5,4,3,2,2,1,1,4,1,3,42.332,42.332
4,1,3,4,4,5,5,3,5,1,3,5,1,5,4,1,3,4,5,2,5,3,5,1,1,3,2,2,2,3,5,4,4,3,1,3,44.405,44.405
5,5,5,2,1,3,1,5,4,2,4,1,5,4,1,1,4,1,1,4,5,2,1,1,1,5,1,1,1,2,4,1,4,3,5,1,38.509,38.509
1,4,3,3,1,3,3,4,3,3,3,1,1,4,2,2,4,2,3,2,4,5,2,1,5,5,3,1,2,1,3,5,2,2,3,2,39.59,39.59
5,1,3,3,1,3,5,5,3,1,1,2,5,5,1,5,2,5,2,1,4,1,4,2,1,4,5,4,3,1,1,4,5,1,5,3,42.72,42.72
4,3,3,4,2,3,3,2,2,3,1,2,4,3,4,2,3,2,4,5,1,1,5,5,3,2,2,1,3,5,5,2,3,3,1,4,41.673,41.673
5,1,2,5,5,5,2,5,3,4,3,5,2,3,1,5,3,5,2,4,3,4,5,1,4,4,3,2,5,5,5,4,2,3,2,2,48.883,48.883
5,2,1,5,2,2,5,2,2,2,4,2,1,4,5,2,5,2,5,3,3,5,1,3,1,4,1,4,3,5,5,1,5,5,2,5,45.734,45.734
1,4,1,5,1,3,3,2,1,2,1,4,5,5,2,1,4,1,4,2,4,3,2,5,4,3,4,3,2,2,2,4,2,1,1,4,39.093,39.093
2,2,3,5,2,3,4,1,4,3,3,3,3,4,1,5,1,2,4,4,5,3,4,3,1,2,3,4,2,3,3,4,4,2,1,4,43.09,43.09
4,2,3,3,4,4,4,5,2,4,1,3,5,4,4,2,2,4,1,3,2,3,5,4,5,1,5,2,4,1,4,5,2,1,5,2,45.339,45.339
4,3,5,5,5,1,2,3,5,2,1,2,4,2,3,2,3,3,1,2,5,2,1,4,5,2,3,5,4,3,3,4,3,5,4,1,43.396,43.396
2,4,1,2,5,2,5,2,3,5,1,5,3,4,1,2,5,2,4,3,3,2,5,3,2,5,4,5,1,3,3,3,4,3,1,4,44.834,44.834
4,3,3,5,1,3,2,1,1,5,1,5,1,3,5,1,5,4,5,5,4,5,5,5,2,2,3,5,2,4,3,1,5,1,1,2,45.019,45.019
2,4,2,1,3,5,4,3,2,3,3,4,5,3,4,2,1,4,5,1,2,4,3,3,2,4,3,3,1,1,4,3,2,1,5,2,41.273,41.273
4,1,1,2,1,5,3,3,4,4,2,1,1,4,1,3,1,1,1,1,3,4,3,4,4,5,1,4,2,2,4,5,3,1,5,5,40.81,40.81
4,1,2,4,3,5,5,5,5,5,5,1,2,3,2,3,5,2,1,2,5,2,1,4,4,3,1,1,3,3,1,4,4,1,1,2,40.98,40.98
4,2,5,2,2,1,1,2,4,2,5,4,2,1,3,1,2,5,1,1,2,4,4,5,2,4,5,2,1,5,2,4,4,1,2,1,38.312,38.312
5,3,4,3,2,2,3,4,1,2,5,3,3,1,3,4,3,3,1,4,2,3,3,2,1,2,2,4,1,4,2,4,4,3,5,3,42.03,42.03
5,4,5,3,3,2,1,4,3,4,4,2,3,2,5,3,4,5,1,4,1,2,4,1,1,4,5,1,2,3,4,1,5,2,3,2,42.728,42.728
3,5,2,2,1,2,5,2,5,2,3,2,2,5,1,4,4,4,2,2,2,2,1,1,4,1,3,3,2,5,5,4,1,3,2,1,37.913,37.913
5,4,2,5,3,2,5,1,3,4,1,1,1,2,3,3,2,4,4,2,2,2,2,4,4,4,2,1,2,4,5,2,5,5,5,3,43.543,43.543
4,2,2,1,2,2,4,2,3,2,3,1,3,1,4,2,3,1,1,1,4,4,3,2,2,2,2,4,3,2,2,3,1,1,2,3,33.63,33.63
2,2,5,4,1,2,4,2,2,1,2,2,1,4,2,1,1,5,3,2,1,3,3,1,2,1,3,3,5,2,3,5,2,2,2,1,33.349,33.349
1,3,1,4,2,5,5,1,1,3,5,4,1,3,2,1,1,5,1,3,4,2,5,1,4,5,2,1,4,1,2,4,3,3,2,3,39.215,39.215
4,2,1,5,1,2,5,5,3,1,3,3,4,1,2,4,4,2,4,3,2,5,5,5,1,1,1,5,4,3,1,4,4,5,1,2,43.145,43.145
5,3,5,2,2,5,5,4,2,2,3,3,4,1,3,5,2,5,3,1,3,3,4,4,1,1,3,4,2,5,1,1,2,1,2,5,42.14,42.14
5,5,1,1,1,1,5,4,1,4,4,1,4,5,1,5,4,3,2,4,2,1,3,4,5,4,1,3,4,1,4,3,2,3,5,4,45.107,45.107
1,4,1,1,3,2,5,3,2,2,2,2,5,5,4,3,2,4,3,3,2,1,5,1,3,5,5,4,2,5,5,3,1,4,1,1,41.287,41.287
2,4,5,4,2,4,3,3,1,5,3,4,5,2,4,5,5,1,4,4,5,3,2,2,2,5,5,4,4,4,5,1,4,5,1,3,50.193,50.193
2,2,2,5,5,1,2,3,2,2,5,4,4,2,3,1,4,5,3,5,2,3,1,2,2,4,4,2,4,2,1,4,3,4,5,1,41.953,41.953
4,1,4,2,1,4,2,3,5,2,2,2,4,4,4,3,5,3,3,1,1,3,1,3,1,1,3,1,2,4,5,4,5,3,2,2,39.111,39.111
3,3,3,5,5,3,2,3,3,3,3,2,1,2,4,5,5,5,4,1,5,1,4,3,5,5,3,3,5,1,2,5,5,4,1,5,48.974,48.974
2,5,3,2,3,5,2,3,3,2,2,2,4,3,2,3,4,4,3,4,3,1,3,2,1,4,4,5,1,5,5,4,1,1,4,1,41.877,41.877
3,4,1,2,2,3,2,4,2,5,1,1,5,1,4,2,3,4,2,1,2,2,1,2,2,2,1,5,4,5,4,5,3,5,4,1,39.67,39.67
5,5,1,2,3,5,5,3,1,2,3,5,5,3,4,2,4,4,1,3,1,1,2,1,1,1,5,5,1,5,3,5,2,5,5,3,43.855,43.855
1,1,2,4,2,5,1,2,1,1,1,5,5,5,2,5,1,1,2,5,2,2,3,3,3,3,4,5,3,1,3,5,3,4,1,4,40.968,40.968
1,5,1,3,2,1,5,4,3,5,4,3,3,4,2,3,3,4,2,3,2,1,1,3,3,2,5,5,2,3,1,4,4,4,4,1,41.867,41.867
4,3,4,2,2,4,4,1,5,4,4,4,2,1,1,4,4,1,5,3,4,4,5,4,1,5,2,1,5,4,5,2,3,5,4,2,47.586,47.586
4,4,4,4,2,1,3,2,3,3,4,2,3,5,2,3,4,2,1,3,2,2,5,3,3,3,2,5,5,4,3,2,2,2,3,4,43.29,43.29
2,5,1,5,4,2,5,2,2,2,5,5,5,2,5,4,5,1,5,5,5,2,4,1,3,2,2,1,1,5,3,2,3,1,3,3,45.045,45.045
4,1,3,1,2,2,1,2,5,4,3,3,3,2,2,2,2,5,3,3,1,1,2,4,5,4,1,2,3,5,2,1,5,4,2,2,38.018,38.018
2,5,1,3,1,3,1,2,1,1,2,1,4,1,3,3,5,2,4,2,1,1,2,2,5,3,2,3,5,4,5,3,2,3,1,1,35.524,35.524
3,2,3,2,1,5,5,5,1,3,5,3,4,5,4,3,3,1,2,3,3,5,1,4,4,5,2,2,3,2,3,3,1,4,5,5,46.771,46.771
2,2,1,5,2,4,3,3,5,5,5,5,1,3,2,4,5,2,3,1,4,5,5,3,5,2,4,1,4,5,2,3,3,1,2,4,46.392,46.392
2,3,5,2,5,2,2,2,2,4,5,1,5,5,5,3,1,5,2,4,3,3,4,2,4,4,1,1,2,1,2,3,5,3,3,1,42.617,42.617
2,4,2,4,1,5,3,4,2,2,2,1,2,3,1,2,3,5,5,3,3,3,1,2,2,2,5,1,3,1,1,2,2,5,1,4,37.427,37.427
2,5,5,4,5,1,5,5,5,2,3,5,5,1,1,1,4,2,1,5,5,1,5,4,5,2,2,3,2,5,5,1,3,1,5,5,47.876,47.876
3,3,2,5,5,5,3,3,1,1,5,5,3,5,4,1,2,4,3,1,4,1,2,5,5,4,2,5,2,2,3,1,2,2,2,4,42.354,42.354
2,5,1,5,1,1,3,3,2,1,1,4,1,3,4,1,1,1,4,3,2,1,5,4,3,1,2,1,1,3,1,1,2,1,3,5,33.113,33.113
1,3,4,3,4,5,1,4,1,2,2,2,3,1,5,3,2,3,4,1,4,1,3,3,5,5,3,4,3,2,5,4,3,2,2,3,42.127,42.127
2,2,2,1,4,3,4,2,5,2,1,1,4,4,2,3,2,2,5,2,2,4,1,3,1,1,5,1,5,3,4,2,2,5,1,3,37.743,37.743
